text,source,page
"90 Rewrite Equation (3) in terms of Q(s, a) as Equation (5) makes clear, it need only consider each available action a in its current state s and choose the action that maximizes Q(s, a). 4.1.3.2. An Algorithm for Learning Q  Learning the Q function corresponds to learning the optimal policy.  The key problem is finding a reliable way to estimate training values for Q, given only a sequence of immediate rewards r spread out over time. This can be accomplished through iterative approximation Rewriting Equation Q learning algorithm:  Q learning algorithm assuming deterministic rewards and actions. The discount factor γ may be any constant such that 0 ≤ γ < 1",MACHINE LEARNING(R17A0534) (1).pdf,95
ch that 0 ≤ γ < 1,MACHINE LEARNING(R17A0534) (1).pdf,95
"91  𝑄̂ to refer to the learner's estimate, or hypothesis, of the actual Q function 4.1.3.2. An Illustrative Example  To illustrate the operation of the Q learning algorithm, consider a single action taken by an agent, and the corresponding refinement to 𝑄̂ shown in below figure  The agent moves one cell to the right in its grid world and receives an immediate reward of zero for this transition.  Apply the training rule of Equation to refine its estimate Q for the state-action transition it just executed.  According to the training rule, the new 𝑄̂ estimate for this transition is the sum of the received reward (zero) and the highest 𝑄̂ value associated with the resulting state (100), discounted by γ (.9). 4.1.3.3. Convergence Will the Q Learning Algorithm converge toward a Q equal to t",MACHINE LEARNING(R17A0534) (1).pdf,96
"lue associated with the resulting state (100), discounted by γ (.9). 4.1.3.3. Convergence Will the Q Learning Algorithm converge toward a Q equal to the true Q function? Yes, under certain conditions. 1. Assume the system is a deterministic MDP. 2. Assume the immediate reward values are bounded; that is, there exists some positive constant c such that for all states s and actions a, | r(s, a)| < c 3. Assume the agent selects actions in such a fashion that it visits every possible state-action pair infinitely often",MACHINE LEARNING(R17A0534) (1).pdf,96
"93 4.1.3.4. Experimentation Strategies The Q learning algorithm does not specify how actions are chosen by the agent.  One obvious strategy would be for the agent in state s to select the action a that maximizes 𝑄̂(s, a), thereby exploiting its current approximation 𝑄̂.  However, with this strategy the agent runs the risk that it will overcommit to actions that are found during early training to have high Q values, while failing to explore other actions that have even higher values.  For this reason, Q learning uses a probabilistic approach to selecting actions. Actions with higher 𝑄̂ values are assigned higher probabilities, but every action is assigned a nonzero probability.  One way to assign such probabilities is  Where, P(ai |s) is the probability of selecting action ai, given th",MACHINE LEARNING(R17A0534) (1).pdf,98
"ion is assigned a nonzero probability.  One way to assign such probabilities is  Where, P(ai |s) is the probability of selecting action ai, given that the agent is in state s, and k > 0 is a constant that determines how strongly the selection favors actions with high 𝑄̂ values 4.2. Evaluating Hypotheses 4.2.1. Motivation It is important to evaluate the performance of learned hypotheses as precisely as possible.  One reason is simply to understand whether to use the hypothesis.  A second reason is that evaluating hypotheses is an integral component of many learning methods. Two key difficulties arise while learning a hypothesis and estimating its future accuracy given only a limited set of data: 1. Bias in the estimate. The observed accuracy of the learned hypothesis over the training e",MACHINE LEARNING(R17A0534) (1).pdf,98
"ing its future accuracy given only a limited set of data: 1. Bias in the estimate. The observed accuracy of the learned hypothesis over the training examples is often a poor estimator of its accuracy over future examples. Because the learned hypothesis was derived from these examples, they will typically provide an optimistically biased estimate of hypothesis accuracy over future examples. This is especially likely when the learner considers a very rich hypothesis space, enabling it to overfit the training examples. To obtain an unbiased estimate of future accuracy, test the hypothesis on some set of test examples chosen independently of the training examples and",MACHINE LEARNING(R17A0534) (1).pdf,98
training examples and,MACHINE LEARNING(R17A0534) (1).pdf,98
"94 the hypothesis. 2. Variance in the estimate. Even if the hypothesis accuracy is measured over an unbiased set of test examples independent of the training examples, the measured accuracy can still vary from the true accuracy, depending on the makeup of the particular set of test examples. The smaller the set of test examples, the greater the expected variance. 4.2.2. Estimating Hypothesis Accuracy Sample Error – The sample error of a hypothesis with respect to some sample S of instances drawn from X is the fraction of S that it misclassifies. Definition: The sample error (errors(h)) of hypothesis h with respect to target function f and data sample S is Where n is the number of examples in S, and the quantity δ(f(x), h(x)) is 1 if f (x) ≠ h(x), and 0 otherwise. True Error – The true erro",MACHINE LEARNING(R17A0534) (1).pdf,99
"a sample S is Where n is the number of examples in S, and the quantity δ(f(x), h(x)) is 1 if f (x) ≠ h(x), and 0 otherwise. True Error – The true error of a hypothesis is the probability that it will misclassify a single randomly drawn instance from the distribution D. Definition: The true error (errorD (h)) of hypothesis h with respect to target function f and distribution D, is the probability that h will misclassify an instance drawn at random according to D. Confidence Intervals for Discrete-Valued Hypotheses Suppose we wish to estimate the true error for some discrete valued hypothesis h, based on its observed sample error over a sample S, where  The sample S contains n examples drawn independent of one another, and independent of h, according to the probability distribution D  n ≥",MACHINE LEARNING(R17A0534) (1).pdf,99
"S, where  The sample S contains n examples drawn independent of one another, and independent of h, according to the probability distribution D  n ≥ 30  Hypothesis h commits r errors over these n examples (i.e., errors (h) = r/n). Under these conditions, statistical theory allows to make the following assertions: 1. Given no other information, the most probable value of errorD (h) is errors(h) 2. With approximately 95% probability, the true error errorD (h) lies in the interval",MACHINE LEARNING(R17A0534) (1).pdf,99
"95 Example: Suppose the data sample S contains n = 40 examples and that hypothesis h commits r = 12 errors over this data.  The sample error is errors(h) = r/n = 12/40 = 0.30  Given no other information, true error is errorD (h) = errors(h), i.e., errorD (h) = 0.30  With the 95% confidence interval estimate for errorD (h). = 0.30 ± (1.96 * 0.07) = 0.30 ± 0.14 3. A different constant, ZN, is used to calculate the N% confidence interval. The general expression for approximate N% confidence intervals for errorD (h) is Where, The above equation describes how to calculate the confidence intervals, or error bars, for estimates of errorD (h) that are based on errors(h) Example: Suppose the data sample S contains n = 40 examples and that hypothesis h commits r = 12 errors over this data.  The",MACHINE LEARNING(R17A0534) (1).pdf,100
are based on errors(h) Example: Suppose the data sample S contains n = 40 examples and that hypothesis h commits r = 12 errors over this data.  The sample error is errors(h) = r/n = 12/40 = 0.30  With the 68% confidence interval estimate for errorD (h).,MACHINE LEARNING(R17A0534) (1).pdf,100
"96 = 0.30 ± (1.00 * 0.07) = 0.30 ± 0.07 4.2.3. Basics of Sampling Theory 4.2.3.1. Error Estimation and Estimating Binomial Proportions  Collect a random sample S of n independently drawn instances from the distribution D, and then measure the sample error errors(h). Repeat this experiment many times, each time drawing a different random sample Si of size n, we would expect to observe different values for the various errorsi(h), depending on random differences in the makeup of the various Si. We say that errorsi(h), the outcome of the ith such experiment, is a random variable.  Imagine that we were to run k random experiments, measuring the random variables errors1(h), errors2(h) . . . errorssk(h) and plotted a histogram displaying the frequency with which each possible error value is obs",MACHINE LEARNING(R17A0534) (1).pdf,101
"random variables errors1(h), errors2(h) . . . errorssk(h) and plotted a histogram displaying the frequency with which each possible error value is observed.  As k grows, the histogram would approach a particular probability distribution called the Binomial distribution which is shown in below figure. A Binomial distribution is defined by the probability function If the random variable X follows a Binomial distribution, then:  The probability Pr(X = r) that X will take on the value r is given by P(r)",MACHINE LEARNING(R17A0534) (1).pdf,101
"97 4.2.3.2. The Binomial Distribution Consider the following problem for better understanding of Binomial Distribution  Given a worn and bent coin and estimate the probability that the coin will turn up heads when tossed.  Unknown probability of heads p. Toss the coin n times and record the number of times r that it turns up heads. Estimate of p = r / n  If the experiment were rerun, generating a new set of n coin tosses, we might expect the number of heads r to vary somewhat from the value measured in the first experiment, yielding a somewhat different estimate for p.  The Binomial distribution describes for each possible value of r (i.e., from 0 to n), the probability of observing exactly r heads given a sample of n independent tosses of a coin whose true probability of heads is p. T",MACHINE LEARNING(R17A0534) (1).pdf,102
"., from 0 to n), the probability of observing exactly r heads given a sample of n independent tosses of a coin whose true probability of heads is p. The general setting to which the Binomial distribution applies is: 1. There is a base experiment (e.g., toss of the coin) whose outcome can be described by a random variable ‘Y’. The random variable Y can take on two possible values (e.g., Y = 1 if heads, Y = 0 if tails). 2. The probability that Y = 1 on any single trial of the base experiment is given by some constant p, independent of the outcome of any other experiment. The probability that Y = 0 is therefore (1 - p). Typically, p is not known in advance, and the problem is to estimate it. 3. A series of n independent trials of the underlying experiment is performed (e.g., n independent coi",MACHINE LEARNING(R17A0534) (1).pdf,102
"in advance, and the problem is to estimate it. 3. A series of n independent trials of the underlying experiment is performed (e.g., n independent coin tosses), producing the sequence of independent, identically distributed random variables Y1, Y2, . . . , Yn. Let R denote the number of trials for which Yi = 1 in this series of n experiments 4. The probability that the random variable R will take on a specific value r (e.g., the probability of observing exactly r heads) is given by the Binomial distribution",MACHINE LEARNING(R17A0534) (1).pdf,102
"98 Mean, Variance and Standard Deviation The Mean (expected value) is the average of the values taken on by repeatedly sampling the random variable Definition: Consider a random variable Y that takes on the possible values y1, . . . yn. The expected value (Mean) of Y, E[Y], is The Variance captures how far the random variable is expected to vary from its mean value. Definition: The variance of a random variable Y, Var[Y], is The variance describes the expected squared error in using a single observation of Y to estimate its mean E[Y]. The square root of the variance is called the standard deviation of Y, denoted σy Definition: The standard deviation of a random variable Y, σy, is In case the random variable Y is governed by a Binomial distribution, then the Mean, Variance and standard devi",MACHINE LEARNING(R17A0534) (1).pdf,103
"viation of a random variable Y, σy, is In case the random variable Y is governed by a Binomial distribution, then the Mean, Variance and standard deviation are given by 4.2.3.3. Estimators, Bias, and Variance Let us describe errors(h) and errorD(h) using the terms in Equation (1) defining the Binomial distribution. We then have Where,  n is the number of instances in the sample S,",MACHINE LEARNING(R17A0534) (1).pdf,103
"99  r is the number of instances from S misclassified by h  p is the probability of misclassifying a single instance drawn from D  Estimator: errors(h) an estimator for the true error errorD(h): An estimator is any random variable used to estimate some parameter of the underlying population from which the sample is drawn  Estimation bias: is the difference between the expected value of the estimator and the true value of the parameter. Definition: The estimation bias of an estimator Y for an arbitrary parameter p is UNIT V Genetic Algorithms Motivation, Genetic Algorithms: Representing Hypotheses, Genetic Operator, Fitness Function and Selection, An Illustrative Example, Hypothesis Space Search, Genetic Programming, Models",MACHINE LEARNING(R17A0534) (1).pdf,104
"lection, An Illustrative Example, Hypothesis Space Search, Genetic Programming, Models",MACHINE LEARNING(R17A0534) (1).pdf,104
"100 of Evolution and Learning: Lamarkian Evolution, Baldwin Effect, Parallelizing Genetic Algorithms. 5.1. Motivation Genetic algorithms (GAS) provide a learning method motivated by an analogy to biological evolution. Rather than search from general-to-specific hypotheses, or from simple-to-complex, GAS generate successor hypotheses by repeatedly mutating and recombining parts of the best currently known hypotheses. At each step, a collection of hypotheses called the current population is updated by replacing some fraction of the population by offspring of the most fit current hypotheses. The process forms a generate-and-test beam-search of hypotheses, in which variants of the best current hypotheses are most likely to be considered next. The popularity of GAS is motivated by a number of f",MACHINE LEARNING(R17A0534) (1).pdf,105
"ypotheses, in which variants of the best current hypotheses are most likely to be considered next. The popularity of GAS is motivated by a number of factors including:  Evolution is known to be a successful, robust method for adaptation within biological systems.  GAS can search spaces of hypotheses containing complex interacting parts, where the impact of each part on overall hypothesis fitness may be difficult to model.  Genetic algorithms are easily parallelized and can take advantage of the decreasing costs of powerful computer hardware. 9.2 Genetic Algorithms The problem addressed by GAS is to search a space of candidate hypotheses to identify the best hypothesis. In GAS the ""best hypothesis"" is defined as the one that optimizes a predefined numerical measure for the problem at han",MACHINE LEARNING(R17A0534) (1).pdf,105
"identify the best hypothesis. In GAS the ""best hypothesis"" is defined as the one that optimizes a predefined numerical measure for the problem at hand, called b the hypothesis fitness. For example, if the learning task is the problem of approximating an unknown function given training examples of its input and output, then fitness could be defined as the accuracy of the hypothesis over this training data. If the task is to learn a strategy for playing chess, fitness could be defined as the number of games won by the individual when playing against other individuals in the current population. Although different implementations of genetic algorithms vary in their details, they typically share the following structure: The algorithm operates by iteratively updating a pool of hypotheses, calle",MACHINE LEARNING(R17A0534) (1).pdf,105
"rithms vary in their details, they typically share the following structure: The algorithm operates by iteratively updating a pool of hypotheses, called the population. On each iteration, all members of the population are evaluated according to the fitness function. A new population is then generated by probabilistically selecting the fit individuals from the current population. Some of these selected individuals are carried forward into the next generation population intact. Others are used as the basis for creating new offspring individuals by applying genetic operations such as crossover and mutation.",MACHINE LEARNING(R17A0534) (1).pdf,105
"101 The inputs to this algorithm include the fitness function for ranking candidate hypotheses, a threshold defining an acceptable level of fitness for terminating the algorithm, the size of the population to be maintained, and parameters that determine how successor populations are to be generated: the fraction of the population to be replaced at each generation and the mutation rate. Notice in this algorithm each iteration through the main loop produces a new generation of hypotheses based on the current population. First, a certain number of hypotheses from the current population are selected for inclusion in the next generation. These are selected probabilistically, where the probability of selecting hypothesis hi is given by Thus, the probability that a hypothesis will be selected is",MACHINE LEARNING(R17A0534) (1).pdf,106
"selected probabilistically, where the probability of selecting hypothesis hi is given by Thus, the probability that a hypothesis will be selected is proportional to its own fitness and is inversely proportional to the fitness of the other competing hypotheses in the current population. Once these members of the current generation have been selected for inclusion in the next generation population, additional members are generated using a crossover operation. Crossover, defined in detail in the next section, takes two parent hypotheses from the current generation and creates two offspring hypotheses by recombining portions of both parents. The parent hypotheses are chosen probabilistically from the current population, again using the probability function given by Equation (9.1). After new m",MACHINE LEARNING(R17A0534) (1).pdf,106
"parent hypotheses are chosen probabilistically from the current population, again using the probability function given by Equation (9.1). After new members have been created by this crossover operation, the new generation population now contains the",MACHINE LEARNING(R17A0534) (1).pdf,106
"102 desired number of members. At this point, a certain fraction m of these members are chosen at random, and random mutations all performed to alter these members. This GA algorithm thus performs a randomized, parallel beam search for hypotheses that perform well according to the fitness function. In the following subsections, we describe in more detail the representation of hypotheses and genetic operators used in this algorithm. Representing Hypotheses Hypotheses in GAS are often represented by bit strings, so that they can be easily manipulated by genetic operators such as mutation and crossover. The hypotheses represented by these bit strings can be quite complex. For example, sets of if-then rules can easily be represented in this way, by choosing an encoding of rules that allocates",MACHINE LEARNING(R17A0534) (1).pdf,107
"rings can be quite complex. For example, sets of if-then rules can easily be represented in this way, by choosing an encoding of rules that allocates specific substrings for each rule precondition and postcondition. To see how if-then rules can be encoded by bit strings, .first consider how we might use a bit string to describe a constraint on the value of a single attribute. To pick an example, consider the attribute Outlook, which can take on any of the three values Sunny, Overcast, or Rain. One obvious way to represent a constraint on Outlook is to use a bit string of length three, in which each bit position corresponds to one of its three possible values. Placing a 1 in some position indicates that the attribute is allowed to take on the corresponding value. For example, the string 010",MACHINE LEARNING(R17A0534) (1).pdf,107
"possible values. Placing a 1 in some position indicates that the attribute is allowed to take on the corresponding value. For example, the string 010 represents the constraint that Outlook must take on the second of these values, or Outlook = Overcast. Similarly, the string 011 represents the more general constraint that allows two possible values, or (Outlook = Overcast v Rain). Note 11 1 represents the most general possible constraint, indicating that we don't care which of its possible values the attribute takes on. Given this method for representing constraints on a single attribute, conjunctions of constraints on multiple attributes can easily be represented by concatenating the corresponding bit strings. For example, consider a second attribute, Wind, that can take on the value Stro",MACHINE LEARNING(R17A0534) (1).pdf,107
"easily be represented by concatenating the corresponding bit strings. For example, consider a second attribute, Wind, that can take on the value Strong or Weak. A rule precondition such as (Outlook = Overcast ^Rain) A (Wind = Strong) can then be represented by the following bit string of length five: Outlook Wind 01 1 10 Rule postconditions (such as PlayTennis = yes) can be represented in a similar fashion. Thus, an entire rule can be described by concatenating the bit strings describing the rule preconditions, together with the bit string describing the rule postcondition. For example, the rule IF Wind = Strong THEN PlayTennis = yes would be represented by the string Outlook Wind PlayTennis 111 10 10 where the first three bits describe the ""don't care"" constraint on Outlook, the next two",MACHINE LEARNING(R17A0534) (1).pdf,107
"e represented by the string Outlook Wind PlayTennis 111 10 10 where the first three bits describe the ""don't care"" constraint on Outlook, the next two bits describe the constraint on Wind, and the final two bits describe the rule postcondition (here we assume PlayTennis",MACHINE LEARNING(R17A0534) (1).pdf,107
"103 can take on the values Yes or No). Note the bit string representing the rule contains a substring for each attribute in the hypothesis space, even if that attribute is not constrained by the rule preconditions. This yields a fixed length bit-string representation for rules, in which substrings at specific locations describe constraints on specific attributes. Given this representation for single rules, we can represent sets of rules by similarly concatenating the bit string representations of the individual rules. In designing a bit string encoding for some hypothesis space, it is useful to arrange for every syntactically legal bit string to represent a well-defined hypothesis. To illustrate, note in the rule encoding in the above paragraph the bit string 11 1 10 11 represents a rule w",MACHINE LEARNING(R17A0534) (1).pdf,108
"to represent a well-defined hypothesis. To illustrate, note in the rule encoding in the above paragraph the bit string 11 1 10 11 represents a rule whose postcondition does not constrain the target attribute PlayTennis. If we wish to avoid considering this hypothesis, we may employ a different encoding (e.g., allocate just one bit to the PlayTennis postcondition to indicate whether the value is Yes or No), alter the genetic operators so that they explicitly avoid constructing such bit strings, or simply assign a very low fitness to such bit strings. In some GAS, hypotheses are represented by symbolic descriptions rather than bit strings. Genetic Operators The generation of successors in a GA is determined by a set of operators that recombine and mutate selected members of the current popu",MACHINE LEARNING(R17A0534) (1).pdf,108
"etic Operators The generation of successors in a GA is determined by a set of operators that recombine and mutate selected members of the current population. These operators correspond to idealized versions of the genetic operations found in biological evolution. The two most common operators are crossover and mutation. The crossover operator produces two new offspring from two parent strings, by copying selected bits from each parent. The bit at position i in each offspring is copied from the bit at position i in one of the two parents. The choice of which parent contributes the bit for position i is determined by an additional string called the crossover mask. To illustrate, consider the single-point crossover operator at the top of Table Consider the topmost of the two offspring in this",MACHINE LEARNING(R17A0534) (1).pdf,108
"the crossover mask. To illustrate, consider the single-point crossover operator at the top of Table Consider the topmost of the two offspring in this case. This offspring takes its first five bits from the first parent and its remaining six bits from the second parent, because the crossover mask 11 11 1000000 specifies these choices for each of the bit positions. The second offspring uses the same crossover mask, but switches the roles of the two parents. Therefore, it contains the bits that were not used by the first offspring. In single-point crossover, the crossover mask is always constructed so that it begins with a string containing n contiguous Is, followed by the necessary number of 0s to complete the string. This results in offspring in which the first n bits are contributed by on",MACHINE LEARNING(R17A0534) (1).pdf,108
"ontiguous Is, followed by the necessary number of 0s to complete the string. This results in offspring in which the first n bits are contributed by one parent and the remaining bits by the second parent. Each time the single-point crossover operator is applied the crossover point n is chosen at random, and the crossover mask is then created and applied.",MACHINE LEARNING(R17A0534) (1).pdf,108
"104 In two-point crossover, offspring are created by substituting intermediate segments of one parent into the middle of the second parent string. Put another way, the crossover mask is a string beginning with no zeros, followed by a contiguous string of nl ones, followed by the necessary number of zeros to complete the string. Each time the two-point crossover operator is applied, a mask is generated by randomly choosing the integers no and nl. Fitness Function and Selection The fitness function defines the criterion for ranking potential hypotheses and for probabilistically selecting them for inclusion in the next generation population. If the task is to learn classification rules, then the fitness function typically has a component that scores the classification accuracy of the rule ove",MACHINE LEARNING(R17A0534) (1).pdf,109
"the task is to learn classification rules, then the fitness function typically has a component that scores the classification accuracy of the rule over a set of provided training examples. Often other criteria may be included as well, such as the complexity or generality of the rule. More generally, when the bit-string hypothesis is interpreted as a complex procedure (e.g., when the bit string represents a collection of if-then rules that will be chained together to control a robotic device), the fitness function may measure the overall performance of the resulting procedure rather than performance of individual rules. In our prototypical GA shown in above Table , the probability that a hypothesis will be selected is given by the ratio of its fitness to the fitness of other members of the",MACHINE LEARNING(R17A0534) (1).pdf,109
"shown in above Table , the probability that a hypothesis will be selected is given by the ratio of its fitness to the fitness of other members of the current population as seen in Equation above . This method is sometimes called fitness proportionate selection, or roulette wheel selection. Other methods for using fitness to select hypotheses have also been proposed. For example, in tournament selection, two hypotheses are first chosen at random from the current population. With some predefined probability p the more fit of these two is then selected, and with probability (1 - p) the less fit hypothesis is selected. Tournament selection often yields a more diverse population than fitness proportionate selection. In another method called rank selection, the hypotheses in the current populati",MACHINE LEARNING(R17A0534) (1).pdf,109
"yields a more diverse population than fitness proportionate selection. In another method called rank selection, the hypotheses in the current population are first sorted by fitness. The probability that a hypothesis will be selected is then proportional to its rank in this sorted list, rather than its fitness.",MACHINE LEARNING(R17A0534) (1).pdf,109
"105 5.3. An Illustrative Example A genetic algorithm can be viewed as a general optimization method that searches a large space of candidate objects seeking one that performs best according to the fitness function. Although not guaranteed to find an optimal object, GAS often succeed in finding an object with high fitness. GAS have been applied to a number of optimization problems outside machine learning, including problems such as circuit layout and job-shop scheduling. Within machine learning, they have been applied both to function-approximation problems and to tasks such as choosing the network topology for artificial neural network learning systems. To illustrate the use of GAS for concept learning, we briefly summarize the GABIL system described by DeJong et al. (1993). GABIL uses a",MACHINE LEARNING(R17A0534) (1).pdf,110
"ing systems. To illustrate the use of GAS for concept learning, we briefly summarize the GABIL system described by DeJong et al. (1993). GABIL uses a GA to learn boolean concepts represented by a disjunctive set of propositional rules. In experiments over several concept learning problems, GABIL was found to be roughly comparable in generalization accuracy to other learning algorithms such as the decision tree learning algorithm C4.5 and the rule learning system AQ14. The learning tasks in this study included both artificial learning tasks designed to explore the systems' generalization accuracy and the real world problem of breast cancer diagnosis. The specific instantiation of the GA algorithm in GABIL can be summarized as follows: Representation. Each hypothesis in GABIL corresponds to",MACHINE LEARNING(R17A0534) (1).pdf,110
"gnosis. The specific instantiation of the GA algorithm in GABIL can be summarized as follows: Representation. Each hypothesis in GABIL corresponds to a disjunctive set of propositional rules, encoded as described in Section 9.2.1. In particular, the hypothesis space of rule preconditions consists of a conjunction of constraints on a fixed set of attributes, as described in that earlier section. To represent a set of rules, the bit-string representations of individual rules are concatenated. To illustrate, consider a hypothesis space in which rule preconditions are conjunctions of constraints over two Boolean attributes, a1 and a2.The rule postcondition is described by a single bit that indicates the predicted value of the target attribute c. Thus, the hypothesis consisting of the two rules",MACHINE LEARNING(R17A0534) (1).pdf,110
"tcondition is described by a single bit that indicates the predicted value of the target attribute c. Thus, the hypothesis consisting of the two rules IF al=T^a2=F THEN c=T; IF a2=T THEN c=F would be represented by the string a1 a2 c a1 a2 c 10 01 1 11 01 0 Note the length of the bit string grows with the number of rules in the hypothesis. This variable bit- string length requires a slight modification to the crossover operator, as described below. Genetic operators. GABIL uses the standard mutation operator of above Table in which a single bit is chosen at random and replaced by its complement. The crossover operator that it uses is a fairly standard extension to the two-point crossover operator described in Table 9.2. In particular, to accommodate the variable-length bit strings that enc",MACHINE LEARNING(R17A0534) (1).pdf,110
"standard extension to the two-point crossover operator described in Table 9.2. In particular, to accommodate the variable-length bit strings that encode rule sets, and to constrain the system so that crossover occurs only between like sections of the bit strings that encode rules, the following approach is taken. To perform a crossover operation on two parents, two crossover points are first chosen at random in the first parent string. Let dl (dz) denote the distance from the leftmost (rightmost) of these two crossover points to the rule boundary immediately to its left. The crossover points in the second parent are now randomly chosen, subject to the constraint that they must have the same dl and d2 value. For example, if the two parent strings are",MACHINE LEARNING(R17A0534) (1).pdf,110
"ect to the constraint that they must have the same dl and d2 value. For example, if the two parent strings are",MACHINE LEARNING(R17A0534) (1).pdf,110
"106 and the crossover points chosen for the first parent are the points following bit positions 1 and 8, where ""["" and ""1"" indicate crossover points, then dl = 1 and dz = 3. Hence the allowed pairs of crossover points for the second parent include the pairs of bit positions (1,3), (1,8), and (6,8). If the pair (1,3) happens to be chosen, then the two resulting offspring will be As this example illustrates, this crossover operation enables offspring to contain a different number of rules than their parents, while assuring that all bit strings generated in this fashion represent well- defined rule sets. Fitness function. The fitness of each hypothesized rule set is based on its classification accuracy over the training data. In particular, the function used to measure fitness is where correc",MACHINE LEARNING(R17A0534) (1).pdf,111
"othesized rule set is based on its classification accuracy over the training data. In particular, the function used to measure fitness is where correct (h) is the percent of all training examples correctly classified by hypothesis h. In experiments comparing the behavior of GABIL to decision tree learning algorithms such as C4.5 and ID5R, and to the rule learning algorithm AQ14report roughly comparable performance among these systems, tested on a variety of learning problems. For example, over a set of 12 synthetic problems, GABIL achieved an average generalization accuracy of 92.1 %, whereas the performance of the other systems ranged from 91.2 % to 96.6 %. Extensions",MACHINE LEARNING(R17A0534) (1).pdf,111
1.2 % to 96.6 %. Extensions,MACHINE LEARNING(R17A0534) (1).pdf,111
"107 In one set of experiments they explored the addition of two new genetic operators that were motivated by the generalization operators common in many symbolic learning methods. The first of these operators, AddAlternative, generalizes the constraint on a specific attribute by changing a 0 to a 1 in the substring corresponding to the attribute. For example, if the constraint on an attribute is represented by the string 10010, this operator might change it to 101 10. This operator was applied with probability .O1 to selected members of the population on each generation. The second operator, Dropcondition performs a more drastic generalization step, by replacing all bits for a particular attribute by a 1. This operator corresponds to generalizing the rule by completely dropping the constra",MACHINE LEARNING(R17A0534) (1).pdf,112
"n step, by replacing all bits for a particular attribute by a 1. This operator corresponds to generalizing the rule by completely dropping the constraint on the attribute, and was applied on each generation with probability .60. The authors report this revised system achieved an average performance of 95.2% over the above set of synthetic learning tasks, compared to 92.1% for the basic GA algorithm. In the above experiment, the two new operators were applied with the same probability to each hypothesis in the population on each generation. In a second experiment, the bit-string representation for hypotheses was extended to include two bits that determine which of these operators may be applied to the hypothesis. In this extended representation, the bit string for a typical rule set hypothe",MACHINE LEARNING(R17A0534) (1).pdf,112
"at determine which of these operators may be applied to the hypothesis. In this extended representation, the bit string for a typical rule set hypothesis would be where the final two bits indicate in this case that the AddAlternative operator may be applied to this bit string, but that the Dropcondition operator may not. These two new bits define part of the search strategy used by the GA and are themselves altered and evolved using the same crossover and mutation operators that operate on other bits in the string. While the authors report mixed results with this approach (i.e., improved performance on some problems, decreased performance on others), it provides an interesting illustration of how GAS might in principle be used to evolve their own hypothesis search methods. 5.4 Hypothesis S",MACHINE LEARNING(R17A0534) (1).pdf,112
"others), it provides an interesting illustration of how GAS might in principle be used to evolve their own hypothesis search methods. 5.4 Hypothesis Space Search As illustrated above, GAS employ a randomized beam search method to seek a maximally fit hypothesis. This search is quite different from that of other learning methods we have considered in this book. To contrast the hypothesis space search of GAS with that of neural network BACKPROPAGATION, for example, the radiant descent search in BACKPROPAGATION moves smoothly from one hypothesis to a new hypothesis that is very similar. In contrast, the GA search can move much more abruptly, replacing a parent hypothesis by an offspring that may be radically different from the parent. Note the GA search is therefore less likely to fall into t",MACHINE LEARNING(R17A0534) (1).pdf,112
"lacing a parent hypothesis by an offspring that may be radically different from the parent. Note the GA search is therefore less likely to fall into the same kind of local minima that can plague gradient descent methods. One practical difficulty in some GA applications is the problem of crowding. Crowding is a phenomenon in which some individual that is more highly fit than others in the population quickly reproduces, so that copies of this individual and very similar individuals take over a large fraction of the population. The negative impact of crowding is that it reduces the diversity of the population, thereby slowing further progress by the GA. Several strategies have been explored for reducing crowding. One approach is to alter the selection function, using criteria such as tourname",MACHINE LEARNING(R17A0534) (1).pdf,112
"the GA. Several strategies have been explored for reducing crowding. One approach is to alter the selection function, using criteria such as tournament selection or rank selection in place of fitness proportionate roulette wheel selection. A related strategy is ""fitness sharing,"" in which the measured fitness of an individual is reduced by the presence of other, similar individuals in the population. A third approach is to restrict the kinds of individuals allowed to recombine to form offspring. For example, by allowing only the most similar individuals to recombine, we can encourage",MACHINE LEARNING(R17A0534) (1).pdf,112
"108 the formation of clusters of similar individuals, or multiple ""subspecies"" within the population. A related approach is to spatially distribute individuals and allow only nearby individuals to recombine. Many of these techniques are inspired by the analogy to biological evolution. Population Evolution and the Schema Theorem It is interesting to ask whether one can mathematically characterize the evolution over time of the population within a GA. The schema theorem provides one such characterization. It is based on the concept of schemas, or patterns that describe sets of bit strings. To be precise, a schema is any string composed of 0s, 1s, and *'s. Each schema represents the set of bit strings containing the indicated 0s and 1s, with each “*” interpreted as a ""don't care."" For example",MACHINE LEARNING(R17A0534) (1).pdf,113
"s, and *'s. Each schema represents the set of bit strings containing the indicated 0s and 1s, with each “*” interpreted as a ""don't care."" For example, the schema 0*10 represents the set of bit strings that includes exactly 0010 and 01 10. An individual bit string can be viewed as a representative of each of the different schemas that it matches. For example, the bit string 0010 can be thought of as a representative of 24 distinct schemas including 00**, 0* 10, ****, etc. Similarly, a population of bit strings can be viewed in terms of the set of schemas that it represents and the number of individuals associated with each of these schema. The schema theorem characterizes the evolution of the population within a GA in terms of the number of instances representing each schema. Let m(s, t) d",MACHINE LEARNING(R17A0534) (1).pdf,113
